Mean Drought Index - (SPEI), Year, Model, Statistics, ISO3
-2.2422, 2080-2099, bcc_csm1_1_m, Annual Anomaly, AFG
-1.9808, 2080-2099, bcc_csm1_1, Annual Anomaly, AFG
-1.0393, 2080-2099, ccsm4, Annual Anomaly, AFG
-0.5211, 2080-2099, cesm1_cam5, Annual Anomaly, AFG
-1.5637, 2080-2099, csiro_mk3_6_0, Annual Anomaly, AFG
-1.8958, 2080-2099, gfdl_cm3, Annual Anomaly, AFG
-1.9718, 2080-2099, gfdl_esm2g, Annual Anomaly, AFG
-1.2833, 2080-2099, gfdl_esm2m, Annual Anomaly, AFG
-2.6319, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, AFG
-2.7057, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, AFG
-1.9093, 2080-2099, miroc5, Annual Anomaly, AFG
-1.9985, 2080-2099, miroc_esm_chem, Annual Anomaly, AFG
-1.2723, 2080-2099, miroc_esm, Annual Anomaly, AFG
-0.6562, 2080-2099, mri_cgcm3, Annual Anomaly, AFG
-1.2282, 2080-2099, noresm1_m, Annual Anomaly, AFG
-1.2206, 2080-2099, bcc_csm1_1_m, Annual Anomaly, ALB
-1.0419, 2080-2099, bcc_csm1_1, Annual Anomaly, ALB
-1.1355, 2080-2099, ccsm4, Annual Anomaly, ALB
-0.0788, 2080-2099, cesm1_cam5, Annual Anomaly, ALB
-1.5448, 2080-2099, csiro_mk3_6_0, Annual Anomaly, ALB
-2.3005, 2080-2099, gfdl_cm3, Annual Anomaly, ALB
-1.05, 2080-2099, gfdl_esm2g, Annual Anomaly, ALB
-0.9762, 2080-2099, gfdl_esm2m, Annual Anomaly, ALB
-1.2966, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, ALB
-1.4637, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, ALB
-1.1625, 2080-2099, miroc5, Annual Anomaly, ALB
-1.5491, 2080-2099, miroc_esm_chem, Annual Anomaly, ALB
-2.4869, 2080-2099, miroc_esm, Annual Anomaly, ALB
-0.3988, 2080-2099, mri_cgcm3, Annual Anomaly, ALB
-1.246, 2080-2099, noresm1_m, Annual Anomaly, ALB
-1.6846, 2080-2099, bcc_csm1_1_m, Annual Anomaly, DZA
-2.0655, 2080-2099, bcc_csm1_1, Annual Anomaly, DZA
-1.6458, 2080-2099, ccsm4, Annual Anomaly, DZA
-1.328, 2080-2099, cesm1_cam5, Annual Anomaly, DZA
-1.5711, 2080-2099, csiro_mk3_6_0, Annual Anomaly, DZA
-2.7023, 2080-2099, gfdl_cm3, Annual Anomaly, DZA
-1.0757, 2080-2099, gfdl_esm2g, Annual Anomaly, DZA
-1.5091, 2080-2099, gfdl_esm2m, Annual Anomaly, DZA
-2.8935, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, DZA
-2.8498, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, DZA
-1.9763, 2080-2099, miroc5, Annual Anomaly, DZA
-1.3316, 2080-2099, miroc_esm_chem, Annual Anomaly, DZA
-1.7971, 2080-2099, miroc_esm, Annual Anomaly, DZA
-2.4475, 2080-2099, mri_cgcm3, Annual Anomaly, DZA
-1.958, 2080-2099, noresm1_m, Annual Anomaly, DZA
-0.7355, 2080-2099, bcc_csm1_1_m, Annual Anomaly, ARG
-0.7109, 2080-2099, bcc_csm1_1, Annual Anomaly, ARG
-0.4596, 2080-2099, ccsm4, Annual Anomaly, ARG
-0.6056, 2080-2099, cesm1_cam5, Annual Anomaly, ARG
-0.4999, 2080-2099, csiro_mk3_6_0, Annual Anomaly, ARG
-1.4548, 2080-2099, gfdl_cm3, Annual Anomaly, ARG
-1.3661, 2080-2099, gfdl_esm2g, Annual Anomaly, ARG
-0.9886, 2080-2099, gfdl_esm2m, Annual Anomaly, ARG
-1.8608, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, ARG
-1.5106, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, ARG
-0.6047, 2080-2099, miroc5, Annual Anomaly, ARG
-1.148, 2080-2099, miroc_esm_chem, Annual Anomaly, ARG
-1.3297, 2080-2099, miroc_esm, Annual Anomaly, ARG
-0.259, 2080-2099, mri_cgcm3, Annual Anomaly, ARG
-0.6969, 2080-2099, noresm1_m, Annual Anomaly, ARG
-1.7639, 2080-2099, bcc_csm1_1_m, Annual Anomaly, ARM
-2.724, 2080-2099, bcc_csm1_1, Annual Anomaly, ARM
-1.6183, 2080-2099, ccsm4, Annual Anomaly, ARM
-0.7049, 2080-2099, cesm1_cam5, Annual Anomaly, ARM
-1.7001, 2080-2099, csiro_mk3_6_0, Annual Anomaly, ARM
-1.7719, 2080-2099, gfdl_cm3, Annual Anomaly, ARM
-1.5682, 2080-2099, gfdl_esm2g, Annual Anomaly, ARM
-0.9187, 2080-2099, gfdl_esm2m, Annual Anomaly, ARM
-2.3797, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, ARM
-2.5095, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, ARM
-1.5872, 2080-2099, miroc5, Annual Anomaly, ARM
-2.5468, 2080-2099, miroc_esm_chem, Annual Anomaly, ARM
-0.2975, 2080-2099, miroc_esm, Annual Anomaly, ARM
-0.1543, 2080-2099, mri_cgcm3, Annual Anomaly, ARM
-0.931, 2080-2099, noresm1_m, Annual Anomaly, ARM
-1.0359, 2080-2099, bcc_csm1_1_m, Annual Anomaly, AUS
-0.6353, 2080-2099, bcc_csm1_1, Annual Anomaly, AUS
-0.4125, 2080-2099, ccsm4, Annual Anomaly, AUS
-0.51, 2080-2099, cesm1_cam5, Annual Anomaly, AUS
-1.5145, 2080-2099, csiro_mk3_6_0, Annual Anomaly, AUS
-1.3695, 2080-2099, gfdl_cm3, Annual Anomaly, AUS
-0.6185, 2080-2099, gfdl_esm2g, Annual Anomaly, AUS
-1.0133, 2080-2099, gfdl_esm2m, Annual Anomaly, AUS
